Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32597702,02/03/2016 03:04:00 PM,02/09/2016 02:13:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10461,,,,,BENSON STREET,ST RAYMOND AVENUE,INTERSECTION,BRONX,,N/A,Closed,,,02/09/2016 02:13:00 PM,10 BRONX,BRONX,1026742,246218,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84238447990717,-73.84642656736942,"(40.84238447990717, -73.84642656736942)"
32596657,02/03/2016 03:04:45 PM,03/18/2016 08:44:00 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,11234,,,,,FLATBUSH AVENUE,TROY AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,02/23/2016 03:04:45 PM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/18/2016 08:44:00 AM,18 BROOKLYN,BROOKLYN,1002932,164734,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61881353214038,-73.93270620538493,"(40.61881353214038, -73.93270620538493)"
32593166,02/03/2016 03:05:25 PM,02/04/2016 01:20:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,10314,829 SOUTH AVENUE,SOUTH AVENUE,FAHY AVENUE,HUGHES AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/04/2016 01:20:00 PM,02 STATEN ISLAND,STATEN ISLAND,936162,163486,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61527723299203,-74.17320706320095,"(40.61527723299203, -74.17320706320095)"
32594259,02/03/2016 03:05:51 PM,,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11434,178-10 CRANDALL AVENUE,CRANDALL AVENUE,DEAD END,CHENEY STREET,,,ADDRESS,JAMAICA,,N/A,Open,05/03/2016 03:05:51 PM,The Department of Transportation requires 90 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,12 QUEENS,QUEENS,1050463,185636,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.675957067718805,-73.76129178461231,"(40.675957067718805, -73.76129178461231)"
32592043,02/03/2016 03:06:00 PM,02/04/2016 11:26:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11206,,,,,BROADWAY,LEWIS AVE,INTERSECTION,BROOKLYN,,N/A,Closed,,,02/04/2016 11:26:00 AM,Unspecified BROOKLYN,BROOKLYN,1002212,193214,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69698633989122,-73.93522383122014,"(40.69698633989122, -73.93522383122014)"
32603400,02/03/2016 03:07:51 PM,02/04/2016 01:33:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,CROSS ISLAND PARKWAY,CROSS ISLAND PARKWAY,87 AVENUE,88 AVENUE,,,BLOCKFACE,,,N/A,Closed,,,02/04/2016 01:33:00 PM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32594665,02/03/2016 03:09:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11355,58-25 155 STREET,155 STREET,155 ST,58 RD,155 STREET,58 ROAD,INTERSECTION,Flushing,,N/A,Assigned,,,03/22/2016 11:35:00 AM,07 QUEENS,QUEENS,1036057,209452,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74142222679526,-73.81304423845268,"(40.74142222679526, -73.81304423845268)"
32592181,02/03/2016 03:09:00 PM,02/03/2016 03:40:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11377,,,,,BROADWAY,37 AVENUE,INTERSECTION,Woodside,,N/A,Closed,,,02/03/2016 03:40:00 PM,02 QUEENS,QUEENS,1013118,212011,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74855066375679,-73.8958130445512,"(40.74855066375679, -73.8958130445512)"
32593531,02/03/2016 03:12:00 PM,02/03/2016 05:35:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11201,,,,,FLATBUSH AVENUE,FULTON STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,,02/03/2016 05:35:00 PM,02 BROOKLYN,BROOKLYN,989539,190263,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68890317557533,-73.98092864957985,"(40.68890317557533, -73.98092864957985)"
32594892,02/03/2016 03:14:00 PM,02/05/2016 11:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,PARK AVE,124 ST E,INTERSECTION,,,N/A,Closed,,,02/05/2016 11:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32597700,02/03/2016 03:14:00 PM,02/04/2016 12:35:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,3 AVE,107 ST E,INTERSECTION,,,N/A,Closed,,,02/04/2016 12:35:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32591971,02/03/2016 03:16:38 PM,02/10/2016 12:25:19 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11208,,,,,ELTON STREET,STANLEY AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,02/13/2016 03:16:38 PM,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,02/10/2016 12:25:19 PM,05 BROOKLYN,BROOKLYN,1018093,180443,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66188639023662,-73.87801654231194,"(40.66188639023662, -73.87801654231194)"
32592008,02/03/2016 03:17:47 PM,02/04/2016 02:16:15 PM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10461,,,,,WESTCHESTER AVENUE,MIDDLETOWN ROAD,INTERSECTION,BRONX,,N/A,Closed,02/13/2016 03:17:47 PM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,02/04/2016 02:16:15 PM,10 BRONX,BRONX,1029398,246616,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84346369160838,-73.83682466632796,"(40.84346369160838, -73.83682466632796)"
32596607,02/03/2016 03:21:00 PM,02/04/2016 01:28:00 AM,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,,,,,,236 ST W,H HUDSON PKWY,INTERSECTION,,,N/A,Closed,,,02/04/2016 01:28:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32591538,02/03/2016 03:21:25 PM,02/09/2016 01:26:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11375,,,,,62 DRIVE,108 STREET,INTERSECTION,Forest Hills,,N/A,Closed,,,02/09/2016 01:26:00 PM,06 QUEENS,QUEENS,1025543,207331,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.735655957402535,-73.85099901475667,"(40.735655957402535, -73.85099901475667)"
32594125,02/03/2016 03:22:31 PM,03/10/2016 08:28:48 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,10013,,,,,BROOME STREET,MOTT STREET,INTERSECTION,NEW YORK,,N/A,Closed,02/24/2016 03:22:31 PM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/10/2016 08:28:48 AM,02 MANHATTAN,MANHATTAN,985350,201658,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72018128108991,-73.99603170152321,"(40.72018128108991, -73.99603170152321)"
32591506,02/03/2016 03:26:00 PM,02/04/2016 12:54:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Vehicle Signal,,,,,,,BROADWAY,230 ST W,INTERSECTION,,,N/A,Closed,,,02/04/2016 12:54:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32593854,02/03/2016 03:27:00 PM,02/03/2016 05:05:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10312,,,,,HUGUENOT AVENUE,DRUMGOOLE ROAD WEST,INTERSECTION,STATEN ISLAND,,N/A,Closed,,,02/03/2016 05:05:00 PM,03 STATEN ISLAND,STATEN ISLAND,930389,134555,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5358343053482,-74.19377012599674,"(40.5358343053482, -74.19377012599674)"
32593361,02/03/2016 03:28:00 PM,02/03/2016 04:50:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,KENT AVE,6 ST N,INTERSECTION,,,N/A,Assigned,,,02/03/2016 04:50:00 PM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32595414,02/03/2016 03:29:00 PM,02/04/2016 12:18:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Base Door,,10452,,,,,JEROME AVENUE,CROSS BX EXPRESSWAY,INTERSECTION,BRONX,,N/A,Closed,,,02/04/2016 12:18:00 AM,05 BRONX,BRONX,1008000,247210,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84517752455685,-73.91415982105855,"(40.84517752455685, -73.91415982105855)"
32595641,02/03/2016 03:30:32 PM,02/08/2016 08:48:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10304,8 WHITWELL PLACE,WHITWELL PLACE,TODT HILL ROAD,WOODHAVEN AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/08/2016 08:48:00 AM,02 STATEN ISLAND,STATEN ISLAND,953338,158026,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60036723465618,-74.11131631690026,"(40.60036723465618, -74.11131631690026)"
32592542,02/03/2016 03:30:40 PM,02/03/2016 03:30:40 PM,DOT,Department of Transportation,Street Condition,Pothole,,10304,15 WHITWELL PLACE,WHITWELL PLACE,TODT HILL ROAD,WOODHAVEN AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/03/2016 03:30:40 PM,02 STATEN ISLAND,STATEN ISLAND,953595,158120,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.600626138086106,-74.110391269136,"(40.600626138086106, -74.110391269136)"
32596581,02/03/2016 03:30:43 PM,02/03/2016 03:30:43 PM,DOT,Department of Transportation,Street Condition,Pothole,,10304,15 WHITWELL PLACE,WHITWELL PLACE,TODT HILL ROAD,WOODHAVEN AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/03/2016 03:30:43 PM,02 STATEN ISLAND,STATEN ISLAND,953595,158120,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.600626138086106,-74.110391269136,"(40.600626138086106, -74.110391269136)"
32595505,02/03/2016 03:31:00 PM,02/08/2016 11:33:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11419,104-36 128 STREET,128 STREET,107 AVE,LIBERTY AVE,,,ADDRESS,South Richmond Hill,,N/A,Closed,,,02/08/2016 11:33:00 AM,10 QUEENS,QUEENS,1035037,190197,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68857788848713,-73.81687036366455,"(40.68857788848713, -73.81687036366455)"
32591549,02/03/2016 03:34:00 PM,02/10/2016 09:52:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11379,76-12 68 AVENUE,68 AVENUE,76 ST,78 ST,68 AVENUE,76 STREET,INTERSECTION,Middle Village,,N/A,Closed,,,02/10/2016 09:52:00 AM,05 QUEENS,QUEENS,1018544,198284,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71085406496264,-73.87630015422472,"(40.71085406496264, -73.87630015422472)"
32592230,02/03/2016 03:34:00 PM,02/03/2016 03:34:00 PM,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Missing,,10469,,,,,GRACE AVENUE,ADEE AVENUE,INTERSECTION,BRONX,,N/A,Closed,,,02/02/2016 03:34:00 PM,12 BRONX,BRONX,1029679,256883,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87164204063059,-73.8357394867957,"(40.87164204063059, -73.8357394867957)"
32597570,02/03/2016 03:35:00 PM,02/03/2016 03:35:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,HAFFEN PARK,HAFFEN PARK,BURKE AVE,ELY AVE,,,BLOCKFACE,,,N/A,Closed,,,02/02/2016 03:35:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32592878,02/03/2016 03:35:00 PM,02/03/2016 03:35:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,HAFFEN PARK,HAFFEN PARK,BURKE AVE,ELY AVE,,,BLOCKFACE,,,N/A,Closed,,,02/02/2016 03:35:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32594209,02/03/2016 03:36:00 PM,02/03/2016 03:36:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,,,,,OSBORNE PL,179 ST W,INTERSECTION,,,N/A,Closed,,,02/02/2016 09:34:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32593230,02/03/2016 03:36:20 PM,02/04/2016 08:20:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10308,235 ARMSTRONG AVENUE,ARMSTRONG AVENUE,HILLCREST STREET,KING STREET,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/04/2016 08:20:00 AM,03 STATEN ISLAND,STATEN ISLAND,941853,135910,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5396157188188,-74.15253586695972,"(40.5396157188188, -74.15253586695972)"
32592765,02/03/2016 03:38:00 PM,02/02/2016 12:23:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,,,,,TREMONT AVE E,GRAND CONCOURSE,INTERSECTION,,,N/A,Pending,,,02/02/2016 12:23:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32595093,02/03/2016 03:39:00 PM,02/02/2016 01:13:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,,,,,TREMONT AVE W,KINGSLAND PL,INTERSECTION,,,N/A,Pending,,,02/02/2016 01:13:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32594355,02/03/2016 03:40:00 PM,03/10/2016 11:35:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,59 ST E,AVE J,INTERSECTION,,,N/A,Closed,,,03/10/2016 11:35:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32597168,02/03/2016 03:40:00 PM,02/06/2016 01:25:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10035,10 PALADINO AVENUE,PALADINO AVENUE,1 AVE,UNNAMED ST,1 AVE,PALADINO AVE,INTERSECTION,NEW YORK,,N/A,Closed,,,02/06/2016 01:25:00 AM,Unspecified MANHATTAN,MANHATTAN,1003197,230937,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80052437542785,-73.9315653574528,"(40.80052437542785, -73.9315653574528)"
32592882,02/03/2016 03:40:00 PM,02/02/2016 02:21:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,JEROME AVE,177 ST W,INTERSECTION,,,N/A,Pending,,,02/02/2016 02:21:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32597677,02/03/2016 03:42:00 PM,02/03/2016 03:42:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10463,,,,,JOHNSON AVENUE,EDSALL AVENUE,INTERSECTION,BRONX,,N/A,Closed,,,02/02/2016 09:45:00 PM,08 BRONX,BRONX,1006438,259459,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87880138304864,-73.91976483979569,"(40.87880138304864, -73.91976483979569)"
32593897,02/03/2016 03:42:00 PM,02/03/2016 06:35:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,LEXINGTON AVE,56 ST E,INTERSECTION,,,N/A,Closed,,,02/03/2016 06:35:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32597695,02/03/2016 03:43:00 PM,02/02/2016 01:45:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,VAN CORTLANDT PARK E,233 ST E,INTERSECTION,,,N/A,Pending,,,02/02/2016 01:45:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32592083,02/03/2016 03:43:00 PM,02/02/2016 01:20:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,JEROME AVE,233 ST E,INTERSECTION,,,N/A,Pending,,,02/02/2016 01:20:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32592047,02/03/2016 03:43:00 PM,02/03/2016 03:43:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,PALISADE AVE,INDEPENDENCE AVE,INTERSECTION,,,N/A,Closed,,,02/02/2016 10:03:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32597135,02/03/2016 03:43:48 PM,,DOT,Department of Transportation,Street Condition,Pothole,,11220,65 STREET,65 STREET,7 AVENUE,8 AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Open,,,02/03/2016 03:43:48 PM,10 BROOKLYN,BROOKLYN,980463,170004,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63329746276812,-74.01364398276928,"(40.63329746276812, -74.01364398276928)"
32597491,02/03/2016 03:43:57 PM,03/18/2016 08:50:27 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,11219,,,,,13 AVENUE,48 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,02/23/2016 03:43:57 PM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/18/2016 08:50:27 AM,12 BROOKLYN,BROOKLYN,986598,170836,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.635581624381615,-73.99154022497738,"(40.635581624381615, -73.99154022497738)"
32596985,02/03/2016 03:44:00 PM,02/03/2016 05:15:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,11101,,,,,QUEENS BOULEVARD,NORTHERN BOULEVARD,INTERSECTION,Long Island City,,N/A,Closed,,,02/03/2016 05:15:00 PM,02 QUEENS,QUEENS,1001596,212133,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74891563083155,-73.93739654434637,"(40.74891563083155, -73.93739654434637)"
32596866,02/03/2016 03:44:00 PM,02/02/2016 02:02:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,WEBSTER AVE,233 ST E,INTERSECTION,,,N/A,Pending,,,02/02/2016 02:02:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32595398,02/03/2016 03:44:00 PM,02/03/2016 06:40:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11230,,,,,FOSTER AVENUE,OCEAN PARKWAY,INTERSECTION,BROOKLYN,,N/A,Closed,,,02/03/2016 06:40:00 PM,14 BROOKLYN,BROOKLYN,992142,168799,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62998728669935,-73.97156773892421,"(40.62998728669935, -73.97156773892421)"
32595459,02/03/2016 03:45:00 PM,02/03/2016 05:50:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10304,,,,,TARGEE STREET,VANDERBILT AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Closed,,,02/03/2016 05:50:00 PM,01 STATEN ISLAND,STATEN ISLAND,960749,163424,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61520638351135,-74.08464758053962,"(40.61520638351135, -74.08464758053962)"
32597165,02/03/2016 03:46:00 PM,02/03/2016 03:46:00 PM,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Door Open,,,,,,,WALNUT AVE,139 ST E,INTERSECTION,,,N/A,Closed,,,02/02/2016 10:00:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32596862,02/03/2016 03:46:00 PM,02/03/2016 03:46:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,138 ST E,WILLOW AVE,INTERSECTION,,,N/A,Closed,,,02/02/2016 10:25:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32595282,02/03/2016 03:47:00 PM,02/02/2016 12:25:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,BRUCKNER BLVD,WILLIS AVE,INTERSECTION,,,N/A,Pending,,,02/02/2016 12:25:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32594486,02/03/2016 03:47:00 PM,02/03/2016 03:47:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,140 ST E,3 AVE,INTERSECTION,,,N/A,Closed,,,02/02/2016 11:50:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32597021,02/03/2016 03:47:00 PM,02/03/2016 05:19:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,VAN WYCK EXPY S/R,HILLSIDE AVE,INTERSECTION,,,N/A,Closed,,,02/03/2016 05:19:00 PM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
